[ 3.43  ], [ 39.7882079068539],[    33.3796068700847],[    21.1470176430939],
[ 3.44  ], [ 40.1230627429616],[    33.5914897938126],[    21.2306148029992],
[ 3.45  ], [ 40.4600405020954],[    33.8041488317727],[    21.3206473856497],
[ 3.46  ], [ 40.7991489558686],[    34.0176429381128],[    21.3913774014248],
[ 3.47  ], [ 41.1403961191799],[    34.2319225724502],[    21.4639797202867],
[ 3.48  ], [ 41.4837899671097],[    34.4469531433293],[    21.5529838075696],
[ 3.49  ], [ 41.8293383026732],[    34.6627714552603],[    21.6422691749394],
[ 3.5  ], [ 42.1770488244304],[    34.8794557585409],[    21.6981859358207],
[ 3.51  ], [ 42.526929736974],[    35.0968651345466],[    21.7805755153853],
[ 3.52  ], [ 42.878988767333],[    35.3150594356294],[    21.8635660196643],
[ 3.53  ], [ 43.2332337378159],[    35.5340548076571],[    21.9400393286819],
[ 3.54  ], [ 43.5896724444676],[    35.7538750997888],[    21.9997357383447],
[ 3.55  ], [ 43.9483130281152],[    35.9743961967998],[    22.0944135458689],
[ 3.56  ], [ 44.3091630449702],[    36.195736079267],[    22.1742134208762],
[ 3.57  ], [ 44.6722303639696],[    36.4178780193565],[    22.2459105957291],
[ 3.58  ], [ 45.037522805663],[    36.6408221372651],[    22.309220848573],
[ 3.59  ], [ 45.4050484265303],[    36.8644681153544],[    22.4051069569998],
[ 3.6  ], [ 45.7748147553871],[    37.0889295309906],[    22.4863604240793],
[ 3.61  ], [ 46.1468296231285],[    37.3141916451944],[    22.5588081493249],
[ 3.62  ], [ 46.5211008329538],[    37.5402474988206],[    22.625039426872],
[ 3.63  ], [ 46.8976363130409],[    37.7670363596998],[    22.7091914111341],
[ 3.64  ], [ 47.2764437585517],[    37.9945880511366],[    22.798698196488],
[ 3.65  ], [ 47.6575307990835],[    38.2229542802478],[    22.8725337145694],
[ 3.66  ], [ 48.0409052607358],[    38.4521041238399],[    22.9427915861731],
[ 3.67  ], [ 48.4265748813494],[    38.6820380540603],[    23.0089586370674],
[ 3.68  ], [ 48.8145476050305],[    38.9126722302959],[    23.1033950230063],
[ 3.69  ], [ 49.2048308932003],[    39.1441077542496],[    23.186051158584],
[ 3.7  ], [ 49.5974324907306],[    39.3763304887096],[    23.2621681057874],
[ 3.71  ], [ 49.9923601379112],[    39.6093242240925],[    23.3376468012019],
[ 3.72  ], [ 50.3896214620342],[    39.8431117455637],[    23.4034800360477],
[ 3.73  ], [ 50.7892243326572],[    40.0776201145398],[    23.4868719627084],
[ 3.74  ], [ 51.1911763092077],[    40.3128902564667],[    23.5717556191834],
[ 3.75  ], [ 51.5954850375515],[    40.5489258415719],[    23.6562819503428],
[ 3.76  ], [ 52.0021581356627],[    40.7857361861343],[    23.7366530993579],
[ 3.77  ], [ 52.4112031619599],[    41.0233471047051],[    23.8032646085657],
[ 3.78  ], [ 52.822627854388],[    41.261715727159],[    23.8713639640307],
[ 3.79  ], [ 53.2364398552272],[    41.5008303883202],[    23.944672377585],
[ 3.8  ], [ 53.6526467149819],[    41.7407076867705],[    24.0167732662698],
[ 3.81  ], [ 54.0712560255828],[    41.9813448112755],[    24.0882346566504],
[ 3.82  ], [ 54.4922753953876],[    42.2227291040382],[    24.163009448818],
[ 3.83  ], [ 54.9157124410163],[    42.4648412365404],[    24.247221332618],
[ 3.84  ], [ 55.341574602569],[    42.7077184357195],[    24.3275305073885],
[ 3.85  ], [ 55.7698693992941],[    42.9513654445885],[    24.4020503015363],
[ 3.86  ], [ 56.2006043209162],[    43.1957917365428],[    24.4674691151874],
[ 3.87  ], [ 56.6337870284131],[    43.4409467034345],[    24.5400409887659],
[ 3.88  ], [ 57.0694250519881],[    43.6868197254999],[    24.6225579802839],
[ 3.89  ], [ 57.5075257505331],[    43.9334508121013],[    24.7015485790842],
[ 3.9  ], [ 57.9480965745473],[    44.1808451976894],[    24.7750693028131],
[ 3.91  ], [ 58.3911449503739],[    44.4290105388575],[    24.8405806020147],
[ 3.92  ], [ 58.8366784779422],[    44.6778974311298],[    24.9128917141551],
[ 3.93  ], [ 59.2847045959845],[    44.9275030125423],[    24.992189763118],
[ 3.94  ], [ 59.7352306225223],[    45.1778556895],[    25.0694328296074],
[ 3.95  ], [ 60.1882639763214],[    45.4289494793622],[    25.145996377863],
[ 3.96  ], [ 60.643812097863],[    45.6807684461156],[    25.2259460101446],
[ 3.97  ], [ 61.1018823247766],[    45.9333221871366],[    25.3059592054106],
[ 3.98  ], [ 61.5624818053795],[    46.1866654991698],[    25.3708862162692],
[ 3.99  ], [ 62.0256180649556],[    46.4407457242734],[    25.435138866332],
[ 4  ], [ 62.4912985578332],[    46.6955292006529],[    25.5071561467455],
[ 4.01  ], [ 62.9595305648899],[    46.9510246215286],[    25.5839171179978],
[ 4.02  ], [ 63.4303213886868],[    47.2072313164294],[    25.6648002168661],
[ 4.03  ], [ 63.9036781808905],[    47.4641817546264],[    25.7411233628458],
[ 4.04  ], [ 64.3796079496131],[    47.721933391147],[    25.7994301375983],
[ 4.05  ], [ 64.8581185103169],[    47.9803502144571],[    25.8719649227846],
[ 4.06  ], [ 65.3392170687251],[    48.2394424480582],[    25.955061451907],
[ 4.07  ], [ 65.8229103929993],[    48.4993112924303],[    26.0252546151081],
[ 4.08  ], [ 66.3092057605904],[    48.7599349240144],[    26.0880736660104],
[ 4.09  ], [ 66.7981108973306],[    49.0211992119183],[    26.1672352652724],
[ 4.1  ], [ 67.2896325724281],[    49.2831914290753],[    26.2432871015951],
[ 4.11  ], [ 67.7837774740461],[    49.5459954865611],[    26.3005114248211],
[ 4.12  ], [ 68.2805540202783],[    49.8093668798198],[    26.385462213794],
[ 4.13  ], [ 68.7799679932344],[    50.0735570512502],[    26.4501163170675],
[ 4.14  ], [ 69.2820272016451],[    50.3384311389074],[    26.5197444995658],
[ 4.15  ], [ 69.7867389309657],[    50.6039634020748],[    26.5971375984054],
[ 4.16  ], [ 70.2941092450807],[    50.8703093800467],[    26.6575473390701],
[ 4.17  ], [ 70.8041468414338],[    51.1372179210275],[    26.7392758541233],
[ 4.18  ], [ 71.3168566843247],[    51.4049899330638],[    26.7978658309223],
[ 4.19  ], [ 71.8322481954129],[    51.6732929381094],[    26.8792082772063],
[ 4.2  ], [ 72.3503257160611],[    51.9424693062414],[    26.9386090116801],
[ 4.21  ], [ 72.8710990930733],[    52.2121755482792],[    27.0171507774231],
[ 4.22  ], [ 73.3945724932434],[    52.482716109174],[    27.0811584258614],
[ 4.23  ], [ 73.9207551462152],[    52.7538688291523],[    27.1522631598872],
[ 4.24  ], [ 74.4496529704706],[    53.0257115186139],[    27.2237130197357],
[ 4.25  ], [ 74.9812716144135],[    53.2983503907478],[    27.2876268847994],
[ 4.26  ], [ 75.5156219551111],[    53.5715278051657],[    27.3582447331181],
[ 4.27  ], [ 76.0527062745683],[    53.8454602356067],[    27.4277213837805],
[ 4.28  ], [ 76.5925321640886],[    54.1201332570242],[    27.496508521672],
[ 4.29  ], [ 77.135111058719],[    54.3954792080225],[    27.558375007848],
[ 4.3  ], [ 77.6804454387102],[    54.6714208936762],[    27.6234528577701],
[ 4.31  ], [ 78.2285403372652],[    54.947947950248],[    27.6987982725043],
[ 4.32  ], [ 78.7794055945631],[    55.2253213813965],[    27.7721840315411],
[ 4.33  ], [ 79.3330490408127],[    55.5034796255987],[    27.8372957886265],
[ 4.34  ], [ 79.8894763864976],[    55.7821123476902],[    27.8992242926997],
[ 4.35  ], [ 80.4486932200642],[    56.0613408318416],[    27.967739635721],
[ 4.36  ], [ 81.0107060245117],[    56.3414941083841],[    28.0461856548114],
[ 4.37  ], [ 81.5755240164692],[    56.6223220273819],[    28.1128801730141],
[ 4.38  ], [ 82.1431541569153],[    56.9036462242628],[    28.1657231788045],
[ 4.39  ], [ 82.7135998043583],[    57.1855792281969],[    28.2328344986584],
[ 4.4  ], [ 83.2868648394236],[    57.4683359165901],[    28.3346402833491],
[ 4.41  ], [ 83.8629639513451],[    57.7519722659489],[    28.4162703572328],
[ 4.42  ], [ 84.4419072556853],[    58.0363388001125],[    28.4506803272184],
[ 4.43  ], [ 85.023697516293],[    58.3210707215506],[    28.4556873218351],
[ 4.44  ], [ 85.6083310608908],[    58.6057381898978],[    28.4841750521041],
[ 4.45  ], [ 86.1958107140265],[    58.8907140032947],[    28.5395356368462],
[ 4.46  ], [ 86.786145986164],[    59.1764238343266],[    28.6105756660934],
[ 4.47  ], [ 87.3793450728612],[    59.4631409897982],[    28.7121197683802],
[ 4.48  ], [ 87.9754155697219],[    59.751102430078],[    28.8860702278545],
[ 4.49  ], [ 88.5743747542711],[    60.0412880968025],[    29.1871622855133],
[ 4.5  ], [ 89.1762557603646],[    60.3358851355176],[    29.8141194709203],
[ 4.51  ], [ 89.7811263738249],[    60.6412377223914],[    31.6740049362317],
[ 4.52  ], [ 90.3892443905587],[    61.0082867399858],[    50.4826288708913],
[ 4.53  ], [ 91.0027909465988],[    61.7359132327737],[    76.8623725438062],
[ 4.54  ], [ 91.6239480909478],[    62.4907306123898],[    74.0281063629785],
[ 4.55  ], [ 92.2524994423988],[    63.2134557898689],[    70.3326437463243],
[ 4.56  ], [ 92.8880699398455],[    63.8912981024638],[    64.6674763804513],
[ 4.57  ], [ 93.5300238206697],[    64.4673869633576],[    42.6580612561095],
[ 4.58  ], [ 94.1758120735422],[    64.6472225344289],[    12.1145960109434],
[ 4.59  ], [ 94.8228966375794],[    64.7703558815587],[    12.5192933939304],
[ 4.6  ], [ 95.4712328551267],[    64.8975760412279],[    12.9287001061424],
[ 4.61  ], [ 96.1208621468126],[    65.0289976255159],[    13.3542835728572],
[ 4.62  ], [ 96.7718272248217],[    65.1647614663965],[    13.7935497743458],
[ 4.63  ], [ 97.4241722532583],[    65.3050164364667],[    14.2515459657176],
[ 4.64  ], [ 98.0779430213327],[    65.4499238342683],[    14.7383415777124],
[ 4.65  ], [ 98.7331870871672],[    65.5997131290377],[    15.2265146200956],
[ 4.66  ], [ 99.3899541835267],[    65.7545630367884],[    15.7553687553427],
[ 4.67  ], [ 100.048296332093],[    65.9147772310561],[    16.2955392052509],
[ 4.68  ], [ 100.708268480686],[    66.0806286815856],[    16.8774046460566],
[ 4.69  ], [ 101.369928904632],[    66.2524929645535],[    17.5042691087668],
[ 4.7  ], [ 102.033340017061],[    66.4308433634952],[    18.1813549503715],
[ 4.71  ], [ 102.698569468751],[    66.6162992276567],[    18.9199326891649],
[ 4.72  ], [ 103.365692119136],[    66.8096367741487],[    19.7668173643743],
[ 4.73  ], [ 104.034792690065],[    67.0121144526183],[    20.7657979856173],
[ 4.74  ], [ 104.705971971692],[    67.2258556783169],[    22.0486241820753],
[ 4.75  ], [ 105.379362280797],[    67.4556377199441],[    24.1465830504172],
[ 4.76  ], [ 106.055205552212],[    67.7277213474238],[    35.0362697184913],
[ 4.77  ], [ 106.736444748496],[    68.6370424535459],[    106.083096364329],
[ 4.78  ], [ 107.428088535045],[    69.6885427944016],[    104.19219591108],
[ 4.79  ], [ 108.130148759046],[    70.7199625647393],[    102.051632528213],
[ 4.8  ], [ 108.842412474551],[    71.728779683591],[    99.6330943115321],
[ 4.81  ], [ 109.564638004328],[    72.711673237713],[    96.8631271907829],
[ 4.82  ], [ 110.296544233514],[    73.6639542656547],[    93.4688208323429],
[ 4.83  ], [ 111.037789562401],[    74.57774591168],[    89.0272285090288],
[ 4.84  ], [ 111.787915388269],[    75.4350198591133],[    81.4100953559272],
[ 4.85  ], [ 112.545767865342],[    75.9900661391441],[    5.44657606318233],
[ 4.86  ], [ 113.30593993197],[    76.0448088660468],[    5.62073843969487],
[ 4.87  ], [ 114.066674249734],[    76.1025710894935],[    5.93039392110473],
[ 4.88  ], [ 114.828001733513],[    76.1634516358047],[    6.2402810774989],
[ 4.89  ], [ 115.589953788053],[    76.2274935575554],[    6.56270971310266],
[ 4.9  ], [ 116.352562311302],[    76.2947523162749],[    6.88818431190147],
[ 4.91  ], [ 117.115859733435],[    76.3652828820433],[    7.21701793280127],
[ 4.92  ], [ 117.879879052168],[    76.4391443213545],[    7.54912389451629],
[ 4.93  ], [ 118.644653876209],[    76.5163954707474],[    7.89386013079805],
[ 4.94  ], [ 119.410218465256],[    76.5971077238103],[    8.2443948076312],
[ 4.95  ], [ 120.176607786268],[    76.6813550606503],[    8.60030290061029],
[ 4.96  ], [ 120.943857573497],[    76.7692112743269],[    8.97290123991952],
[ 4.97  ], [ 121.7120043817],[    76.8607738274039],[    9.34273262765071],
[ 4.98  ], [ 122.481085683398],[    76.9561235419816],[    9.73517945318525],
[ 4.99  ], [ 123.251139927919],[    77.0553746993893],[    10.1326911192766],
[ 5  ], [ 124.022206658629],[    77.1586446896287],[    10.5326843732595],
